school_id,name
140,清华大学
31,北京大学
114,浙江大学
125,上海交通大学
132,复旦大学
111,南京大学
66,中国科学技术大学
127,华中科技大学
42,武汉大学
330,西安交通大学
104,中山大学
99,四川大学
34,哈尔滨工业大学
47,北京航空航天大学
109,东南大学
143,北京理工大学
73,同济大学
46,中国人民大学
52,北京师范大学
59,南开大学
573,北京协和医学院
60,天津大学
126,山东大学
123,中南大学
102,厦门大学
107,西北工业大学
105,华南理工大学
122,吉林大学
661,电子科技大学
44,湖南大学
557,中国农业大学
131,华东师范大学
138,大连理工大学
2941,南方科技大学
119,重庆大学
130,上海财经大学
144,北京科技大学
112,南京理工大学
77,南京航空航天大学
134,东北大学
57,西安电子科技大学
97,兰州大学
118,苏州大学
417,华中农业大学
38,北京交通大学
133,华东理工大学
3151,上海科技大学
584,首都医科大学
62,郑州大学
566,中央财经大学
420,华中师范大学
168,南京医科大学
76,上海大学
124,哈尔滨工程大学
960,南方医科大学
106,暨南大学
569,中国政法大学
53,对外经济贸易大学
113,南京农业大学
832,中国石油大学（北京）
142,东北师范大学
128,武汉理工大学
51,西南交通大学
110,中国矿业大学
48,北京邮电大学
3202,香港中文大学（深圳）
115,南京师范大学
121,中国地质大学（武汉）
86,江南大学
116,河海大学
61,中国海洋大学
30,北京工业大学
429,哈尔滨医科大学
556,北京化工大学
37,西北大学
101,西南财经大学
120,中国石油大学（华东）
334,陕西师范大学
78,天津医科大学
414,中南财经政法大学
284,深圳大学
108,南昌大学
242,浙江工业大学
230,中国医科大学
830,中国地质大学（北京）
934,西南大学
103,福州大学
332,西北农林科技大学
831,华北电力大学
1006,中国矿业大学（北京）
135,东华大学
170,江苏大学
98,华南师范大学
39,北京外国语大学
35,云南大学
173,扬州大学
43,北京林业大学
558,中国传媒大学
49,北京中医药大学
63,合肥工业大学
240,宁波大学
171,南京工业大学
160,南京邮电大学
58,湖南师范大学
36,长安大学
589,首都师范大学
166,南京信息工程大学
159,杭州电子科技大学
385,湘潭大学
287,华南农业大学
251,温州医科大学
599,燕山大学
473,福建师范大学
96,广西大学
117,中国药科大学
293,广州大学
136,上海外国语大学
310,上海中医药大学
459,河南大学
33,大连海事大学
178,重庆医科大学
241,浙江师范大学
286,广东工业大学
295,广州医科大学
229,东北财经大学
307,上海理工大学
3039,上海纽约大学
262,山西大学
581,外交学院
67,安徽大学
45,中央民族大学
622,山东师范大学
41,河北工业大学
499,青岛大学
139,太原理工大学
935,贵州大学
169,南京林业大学
311,上海师范大学
1007,武汉科技大学
32,内蒙古大学
243,浙江理工大学
419,东北林业大学
468,福建农林大学
175,江西财经大学
1216,宁波诺丁汉大学
349,西安理工大学
504,海南大学
174,江西师范大学
137,东北农业大学
596,河北医科大学
389,长沙理工大学
351,西安建筑科技大学
425,湖北大学
162,南京中医药大学
342,昆明理工大学
219,大连医科大学
167,江苏师范大学
875,首都经济贸易大学
537,山东科技大学
50,辽宁大学
268,西南石油大学
252,杭州师范大学
54,河北大学
357,陕西科技大学
314,安徽师范大学
572,北京建筑大学
465,华侨大学
323,华东政法大学
283,汕头大学
74,新疆大学
161,江苏科技大学
199,石河子大学
592,北京语言大学
247,中国计量大学
72,安徽医科大学
462,河南农业大学
184,重庆邮电大学
1020,福建医科大学
433,湖北工业大学
228,沈阳农业大学
100,四川农业大学
257,浙江工商大学
434,武汉工程大学
542,山东农业大学
379,长春理工大学
79,天津师范大学
180,西南政法大学
544,宁夏大学
421,黑龙江大学
392,湖南农业大学
156,常州大学
289,广州中医药大学
324,上海体育大学
249,浙江农林大学
595,河北师范大学
833,河南师范大学
232,成都理工大学
80,天津工业大学
256,温州大学
290,广东外语外贸大学
547,齐鲁工业大学
570,北京工商大学
531,广西师范大学
530,广西医科大学
787,南通大学
70,安徽农业大学
71,济南大学
384,吉林农业大学
250,浙江中医药大学
432,武汉纺织大学
177,南昌航空大学
460,河南科技大学
309,上海海洋大学
89,天津中医药大学
1343,西交利物浦大学
165,江西理工大学
510,曲阜师范大学
3251,深圳北理莫斯科大学
352,西安科技大学
471,集美大学
164,南京财经大学
431,三峡大学
561,北方工业大学
69,安徽工业大学
129,延边大学
258,浙江财经大学
495,西北师范大学
157,华东交通大学
463,河南理工大学
271,山西医科大学
313,上海海事大学
225,辽宁师范大学
318,上海对外经贸大学
507,青岛科技大学
598,河北农业大学
277,中北大学
82,天津科技大学
428,长江大学
172,江西农业大学
388,湖南科技大学
344,云南师范大学
176,东华理工大学
151,南京审计大学
546,宁夏医科大学
264,成都中医药大学
391,南华大学
363,西安邮电大学
248,浙江海洋大学
1275,北京师范大学-香港浸会大学联合国际学院
1018,重庆交通大学
227,沈阳工业大学
423,中南民族大学
265,四川师范大学
517,内蒙古农业大学
81,天津理工大学
483,兰州理工大学
317,上海电力大学
68,安徽理工大学
594,国际关系学院
209,沈阳航空航天大学
401,中南林业科技大学
367,青海大学
263,西南科技大学
879,北京信息科技大学
540,山东理工大学
576,中国人民公安大学
466,河南工业大学
565,北京电子科技学院
2614,北京第二外国语学院
163,苏州科技大学
446,东北石油大学
535,山东财经大学
84,天津财经大学
308,上海工程技术大学
1062,哈尔滨师范大学
509,青岛理工大学
554,烟台大学
306,佛山科学技术学院
866,北京体育大学
464,华北水利水电大学
491,青岛农业大学
269,山西农业大学
335,安徽财经大学
607,石家庄铁道大学
426,哈尔滨理工大学
492,甘肃农业大学
244,嘉兴学院
511,海南师范大学
402,湖南中医药大学
253,湖州师范学院
436,武汉轻工大学
187,重庆理工大学
234,新疆医科大学
488,兰州交通大学
555,鲁东大学
274,西南医科大学
532,桂林电子科技大学
158,徐州医科大学
376,西北政法大学
266,西华师范大学
578,北京农学院
364,西藏大学
211,大连工业大学
179,重庆师范大学
322,安徽建筑大学
2491,成都大学
494,聊城大学
1142,山东中医药大学
270,成都信息工程大学
55,河北科技大学
528,山东建筑大学
873,河南中医药大学
316,安徽工程大学
291,东莞理工学院
354,西安石油大学
146,南京工程学院
212,沈阳建筑大学
189,赣南师范大学
361,西安工业大学
458,郑州轻工业大学
272,山西师范大学
226,沈阳药科大学
590,北京印刷学院
519,内蒙古师范大学
551,山东第一医科大学
370,青海师范大学
221,沈阳师范大学
215,沈阳化工大学
482,新乡医学院
218,大连大学
2380,浙大宁波理工学院
315,上海应用技术大学
338,合肥学院
1061,厦门理工学院
185,江西中医药大学
223,辽宁石油化工大学
533,桂林理工大学
441,黑龙江中医药大学
398,湖南工业大学
393,东北电力大学
514,贵州师范大学
213,辽宁工业大学
88,中国民航大学
876,信阳师范大学
390,吉林师范大学
430,江汉大学
481,中原工学院
496,临沂大学
1011,上海政法学院
255,绍兴文理学院
336,延安大学
575,北京联合大学
302,广东财经大学
154,盐城工学院
580,北京石油化工学院
231,西南民族大学
786,辽宁工程技术大学
2379,浙大城市学院
490,河南财经政法大学
597,华北理工大学
205,辽宁中医药大学
358,西安工程大学
381,长春工业大学
197,井冈山大学
245,西华大学
347,昆明医科大学
655,上海海关学院
602,河北工程大学
427,黑龙江八一农垦大学
275,山西财经大学
518,遵义医科大学
214,渤海大学
220,大连交通大学
1024,安庆师范大学
183,景德镇陶瓷大学
525,内蒙古医科大学
152,淮阴工学院
386,吉首大学
396,湖南理工学院
586,北京物资学院
246,浙江科技学院
278,太原科技大学
1009,重庆科技学院
217,沈阳理工大学
437,湖北中医药大学
541,南宁师范大学
1073,重庆工商大学
328,淮北师范大学
476,闽南师范大学
438,湖北医药学院
1189,宁波工程学院
508,内蒙古工业大学
404,长春中医药大学
216,大连外国语大学
235,新疆师范大学
233,新疆农业大学
1048,金陵科技学院
867,南昌工程学院
1182,常熟理工学院
1064,淮阴师范学院
191,长江师范学院
407,湖南工商大学
553,潍坊医学院
374,北华大学
288,广东海洋大学
964,广东技术师范大学
190,江西科技师范大学
207,锦州医科大学
1196,安徽中医药大学
294,广东医科大学
254,台州学院
210,大连海洋大学
222,辽宁科技大学
373,西安外国语大学
484,洛阳师范学院
439,湖北师范大学
1092,上海电机学院
148,常州工学院
153,盐城师范学院
1356,湖北第二师范学院
1022,蚌埠医学院
387,长春师范大学
3483,江苏海洋大学
343,云南农业大学
1029,长沙学院
362,大理大学
1034,广西中医药大学
273,四川轻化工大学
477,闽江学院
150,江苏理工学院
395,吉林建筑大学
87,天津外国语大学
474,福建理工大学
202,沈阳医学院
515,贵州医科大学
505,内蒙古科技大学
1570,贵州师范学院
1091,塔里木大学
440,黄冈师范学院
1038,重庆文理学院
538,桂林医学院
224,沈阳大学
1266,铜仁学院
512,海南医学院
883,河南科技学院
285,五邑大学
2463,湖南第一师范学院
1082,绵阳师范学院
320,上海立信会计金融学院
312,上海第二工业大学
1210,滨州学院
461,湖北文理学院
365,陕西中医药大学
331,安徽科技学院
445,湖北经济学院
412,吉林财经大学
260,浙江万里学院
325,皖南医学院
346,西南林业大学
543,广西民族大学
93,天津农学院
2604,衢州学院
193,四川外国语大学
91,天津城建大学
377,长春大学
1021,福建中医药大学
1801,合肥师范学院
475,泉州师范学院
534,山东交通学院
1403,无锡学院
56,河北经贸大学
406,衡阳师范学院
90,天津职业技术师范大学
457,湖北科技学院
932,攀枝花学院
192,宜春学院
1066,浙江传媒学院
2480,仲恺农业工程学院
276,川北医学院
1023,阜阳师范大学
296,广东药科大学
147,南京晓庄学院
3149,江苏第二师范学院
299,岭南师范学院
3188,温州肯恩大学
3407,西藏农牧学院
300,惠州学院
85,天津商业大学
415,湖南文理学院
1083,内江师范学院
449,黑龙江工程学院
853,南阳理工学院
64,滨州医学院
1255,丽水学院
424,齐齐哈尔大学
1364,浙江水利水电学院
480,西北民族大学
878,安阳师范学院
884,黄淮学院
516,贵州民族大学
487,南阳师范学院
186,上饶师范学院
65,德州学院
539,玉林师范学院
371,陕西理工大学
1043,西安文理学院
1049,徐州工程学院
201,中国刑事警察学院
485,周口师范学院
550,泰山学院
208,大连民族大学
1203,信阳农林学院
1261,三明学院
375,西安财经大学
1246,枣庄学院
198,重庆三峡学院
435,湖北汽车工业学院
2869,成都师范学院
536,广西科技大学
195,赣南医学院
292,广东石油化工学院
1247,滁州学院
587,首都体育学院
2610,广东第二师范学院
444,哈尔滨商业大学
579,中国劳动关系学院
552,潍坊学院
653,防灾科技学院
1238,济宁医学院
443,湖北工程学院
1026,湖北理工学院
409,湖南科技学院
610,中国人民警察大学
416,怀化学院
397,湖南城市学院
1170,宿迁学院
520,贵州财经大学
1075,成都医学院
403,湘南学院
2640,浙江外国语学院
2996,贵州理工学院
2889,南昌师范学院
470,西藏民族大学
687,北华航天工业学院
606,河北地质大学
394,长春工程学院
1085,乐山师范学院
345,云南民族大学
450,黑龙江科技大学
399,湖南工程学院
545,北方民族大学
422,佳木斯大学
356,云南财经大学
479,郑州航空工业管理学院
267,中国民用航空飞行学院
1250,龙岩学院
489,商丘师范学院
529,内蒙古财经大学
478,莆田学院
929,西昌学院
1766,杭州医学院
1089,曲靖师范学院
1489,重庆第二师范学院
523,遵义师范学院
281,山西大同大学
1518,河南城建学院
769,成都工业学院
2607,齐鲁师范学院
408,通化师范学院
880,平顶山学院
3061,营口理工学院
1710,兰州石化职业技术大学
194,九江学院
1249,海南热带海洋学院
448,武汉体育学院
1084,宜宾学院
1070,湖南人文科技学院
502,河西学院
418,邵阳学院
1095,天水师范学院
297,韩山师范学院
1241,宁夏师范学院
405,吉林工程技术师范学院
372,青海民族大学
568,中华女子学院
1519,亳州学院
3073,河南牧业经济学院
2608,山东青年政治学院
282,太原师范学院
3463,福建技术师范学院
3055,河北中医药大学
1090,榆林学院
369,宝鸡文理学院
1258,河北科技师范学院
337,皖西学院
506,内蒙古民族大学
1071,贵阳学院
1323,河南工程学院
3004,山东管理学院
1919,新乡学院
1256,北部湾大学
526,山东工商学院
1102,西安航空学院
368,渭南师范学院
188,辽东学院
442,牡丹江师范学院
834,安阳工学院
203,沈阳体育学院
624,唐山师范学院
92,天津体育学院
333,淮南师范学院
447,哈尔滨学院
2274,贵阳康养职业大学
961,肇庆学院
3194,上海健康医学院
1763,浙江警察学院
3094,泰州学院
1180,宿州学院
350,玉溪师范学院
2609,山东女子学院
301,嘉应学院
1010,上海商学院
366,咸阳师范学院
452,湖北民族大学
628,石家庄学院
782,四川旅游学院
1094,陇东学院
1086,成都体育学院
182,南京体育学院
493,许昌学院
2391,湖州学院
204,鞍山师范学院
400,吉林化工学院
858,天津中德应用技术大学
1257,长治学院
1067,辽宁科技学院
3005,山东农业工程学院
1031,广东金融学院
1178,洛阳理工学院
888,萍乡学院
1268,凯里学院
919,山西中医药大学
298,韶关学院
2393,温州理工学院
348,云南中医药大学
1983,湖南工学院
2548,苏州城市学院
1860,宁德师范学院
522,黔南民族师范学院
341,黄山学院
697,河北科技工程职业技术大学
1352,四川警察学院
1036,伊犁师范大学
963,广东警官学院
2093,济宁学院
600,承德医学院
1044,昆明学院
1799,蚌埠学院
1042,赤峰学院
1269,兰州城市学院
339,巢湖学院
1800,池州学院
1262,商洛学院
1134,太原工业学院
355,红河学院
889,景德镇学院
967,广州航海学院
236,喀什大学
454,齐齐哈尔医学院
798,四川文理学院
237,新疆财经大学
1118,江苏警官学院
1014,吉林农业科技学院
1430,河南警察学院
1147,郑州师范学院
1264,菏泽学院
1267,安顺学院
603,河北建筑工程学院
1858,武夷学院
1242,呼伦贝尔学院
1493,重庆警察学院
303,广州体育学院
1140,南京特殊教育师范学院
1862,厦门医学院
891,新余学院
410,白城师范学院
785,阿坝师范学院
2815,陕西学前师范学院
1012,大庆师范学院
1505,荆楚理工学院
1922,郑州工程技术学院
353,楚雄师范学院
1596,六盘水师范学院
1251,梧州学院
1259,贺州学院
453,牡丹江医学院
1731,桂林航天工业学院
1990,长沙师范学院
1985,湖南财政经济学院
872,豫章师范学院
1263,安康学院
894,河南工学院
608,唐山学院
2855,河北环境工程学院
920,运城学院
650,保定学院
2520,保山学院
1046,广西财经学院
604,华北科技学院
500,兰州财经大学
1711,兰州文理学院
2431,赣南科技学院
501,甘肃政法大学
1707,兰州工业学院
2566,兴义民族师范学院
280,忻州师范学院
1033,右江民族医学院
2132,山东石油化工学院
651,沧州师范学院
521,贵州中医药大学
1521,琼台师范学院
609,邢台学院
548,山东体育学院
784,四川民族学院
498,甘肃中医药大学
629,邯郸学院
1212,辽宁警察学院
1236,贵州工程应用技术学院
1045,黑河学院
1252,百色学院
2606,福建江夏学院
627,衡水学院
2364,广西民族师范学院
1063,绥化学院
2158,普洱学院
817,汉江师范学院
691,河北民族师范学院
921,晋中学院
2521,文山学院
1265,西安医学院
2066,新疆工程学院
3271,鄂尔多斯应用技术学院
1859,福建警察学院
2432,赣东学院
1638,吕梁学院
1550,集宁师范学院
1642,太原学院
1729,广西科技师范学院
1650,山西工程技术学院
2902,张家口学院
1035,河池学院
1624,河套学院
2165,滇西科技师范学院
815,武汉商学院
765,黑龙江工业学院
625,廊坊师范学院
688,河北水利电力学院
1027,湖北警官学院
2358,甘肃民族师范学院
3064,山西能源学院
2157,昭通学院
2487,新疆理工学院
239,昌吉学院
3272,滇西应用技术大学
1041,沈阳工程学院
698,河北工业职业技术大学
1047,吉林医药学院
2617,内蒙古科技大学包头师范学院
689,河北石油职业技术大学
1665,山西工程科技职业大学
2329,山西科技学院
1744,广西农业职业技术大学
2631,新疆政法学院
1139,南京警察学院
279,长治医学院
3042,北京警察学院
1861,福建商学院
1705,甘肃医学院
1734,广西警察学院
1732,桂林旅游学院
2266,贵州警察学院
1564,贵州商学院
711,哈尔滨金融学院
2189,哈尔滨体育学院
601,河北北方学院
692,河北金融学院
626,河北体育学院
1920,河南财政金融学院
2316,呼和浩特民族学院
1986,湖南警察学院
1995,湖南女子学院
1987,湖南医药学院
874,江西警察学院
2397,嘉兴南湖学院
1604,吉林工商学院
1606,吉林警察学院
413,吉林体育学院
1720,兰州资源环境职业技术大学
2434,南昌医学院
2616,内蒙古科技大学包头医学院
1204,山东警察学院
1279,山东政法学院
3338,上海公安学院
1640,山西警察学院
886,郑州警察学院
340,铜陵学院
378,西安体育学院
2490,新疆第二医学院
2068,新疆警察学院
2489,新疆科技学院
1093,西藏藏医药大学
359,云南警官学院
1765,浙江药科职业大学
611,中央司法警官学院
1329,三亚学院
2498,成都锦城学院
939,中国人民解放军国防科技大学
2115,青岛港湾职业技术学院
1219,山东大学（威海）
1336,日照职业技术学院
1298,北京理工大学珠海学院
1888,厦门大学嘉庚学院
1131,电子科技大学成都学院
1218,东北大学秦皇岛分校
1400,青岛城市学院
1455,珠海科技学院
1398,燕京理工学院
1185,西京学院
1520,开封大学
1474,重庆城市科技学院
591,华北电力大学保定校区
1096,广州南方学院
936,海军军医大学
2502,西南财经大学天府学院
383,西安培华学院
2256,西安欧亚学院
559,北京城市学院
2691,重庆交通职业学院
1476,重庆移通学院
1077,文华学院
1395,四川工商学院
1243,长沙医学院
816,武汉职业技术学院
1491,重庆医药高等专科学校
869,江西科技学院
1967,武昌工学院
1167,保定理工学院
676,上海建桥学院
1159,武汉东湖学院
1324,河南开封科技传媒学院
1431,南开大学滨海学院
329,上海杉达学院
1544,南通理工学院
868,南昌理工学院
646,深圳职业技术大学
1305,大连理工大学城市学院
2381,浙江工业大学之江学院
469,黄河科技学院
1475,重庆财经学院
1446,烟台理工学院
1513,山东职业学院
1148,郑州工商学院
2135,齐鲁医药学院
1457,哈尔滨工业大学（威海）
774,成都职业技术学院
846,天津市职业大学
1176,武汉城市学院
1472,重庆对外经贸学院
1549,大连财经学院
862,西安外事学院
2097,山东商业职业技术学院
1104,武昌首义学院
1169,武汉学院
2234,陕西能源职业技术学院
1964,武汉工商学院
2543,南京传媒学院
1065,南京工业职业技术大学
1285,广州新华学院
937,中国人民解放军空军军医大学
2150,山东现代学院
2517,齐鲁理工学院
1941,新乡医学院三全学院
966,广东白云学院
1125,郑州财经学院
2059,广州城市理工学院
2421,厦门工学院
1144,武汉工程科技学院
1179,三江学院
2496,成都文理学院
2300,北京科技大学天津学院
2240,宝鸡职业技术学院
1232,重庆人文科技学院
1244,辽宁对外经贸学院
2501,四川大学锦江学院
1214,集美大学诚毅学院
1222,中国人民解放军战略支援部队信息工程大学
1530,中原科技学院
795,四川工程职业技术学院
1114,郑州经贸学院
1975,武汉生物工程学院
2253,西安建筑科技大学华清学院
2563,西安科技大学高新学院
567,北京服装学院
1512,郑州工业应用技术学院
771,成都航空职业技术学院
678,山东医学高等专科学校
1461,沧州交通学院
770,成都东软学院
1217,北京大学医学部
2523,云南大学滇池学院
563,北京电影学院
800,四川交通职业技术学院
1184,西安翻译学院
2303,天津财经大学珠江学院
2082,四川中医药高等专科学校
2493,成都理工大学工程技术学院
1105,汉口学院
1050,河南职业技术学院
863,西安思源学院
1576,河北医科大学临床学院
2260,西安交通工程学院
2314,长春财经学院
2000,湖南交通职业技术学院
2843,南昌工学院
1304,上海外国语大学贤达经济人文学院
1391,海口经济学院
1157,武昌理工学院
2995,中国人民武装警察部队警官学院
2514,青岛工学院
819,首都师范大学科德学院
3255,哈尔滨工业大学（深圳）
456,黑龙江东方学院
1280,昆明城市学院
2099,威海职业学院
1547,河南工业职业技术学院
2837,山东协和学院
1143,南京理工大学泰州科技学院
1124,三峡大学科技学院
1152,山西医科大学汾阳学院
2542,南京航空航天大学金城学院
890,漯河医学高等专科学校
2112,淄博职业学院
1188,湖南涉外经济学院
2482,电子科技大学中山学院
1115,北京邮电大学世纪学院
1129,中国矿业大学徐海学院
1401,北京中医药大学东方学院
1595,重庆工程职业技术学院
822,吉利学院
1415,西安财经大学行知学院
633,广州工商学院
1099,武汉华夏理工学院
2252,西北大学现代学院
1013,武汉铁路职业技术学院
2028,湖南工艺美术职业学院
1100,商丘医学高等专科学校
1488,重庆电子工程职业学院
75,上海交通大学医学院
1601,天津仁爱学院
635,广州民航职业技术学院
2351,大连东软信息学院
1245,青岛滨海学院
617,广东交通职业技术学院
1181,苏州市职业大学
2544,南京工业大学浦江学院
1110,北京工商大学嘉华学院
1132,内蒙古化工职业学院
2622,海军工程大学
2562,西安明德理工学院
1141,南京铁道职业技术学院
1274,长春科技学院
1697,沈阳工学院
2638,河南医学高等专科学校
702,石家庄铁路职业技术学院
2494,四川传媒学院
1308,广州软件学院
2060,广州华商学院
1435,无锡职业技术学院
1499,重庆工程学院
1277,昆明医科大学海源学院
2299,天津医科大学临床医学院
2497,四川外国语大学成都学院
149,南京艺术学院
1409,长春建筑学院
2338,大连科技学院
1893,福州大学至诚学院
1974,武汉晴川学院
2399,同济大学浙江学院
1375,四川音乐学院
1156,郑州铁路职业技术学院
1166,辽宁理工学院
2452,郑州科技学院
1312,陆军工程大学
1495,重庆三峡医药高等专科学校
2304,天津天狮学院
2055,广州商学院
1215,上海师范大学天华学院
1532,信阳学院
2560,西安交通大学城市学院
2551,扬州大学广陵学院
1965,湖北工业大学工程技术学院
2545,南京师范大学中北学院
2836,郑州升达经贸管理学院
1165,菏泽医学专科学校
1585,燕山大学里仁学院
1966,湖北商贸学院
1996,湖南大众传媒职业技术学院
472,仰恩大学
2934,上海民航职业技术学院
3602,烟台科技学院
1220,香港中文大学
1578,石家庄铁道大学四方学院
1621,长春人文学院
1540,山东财经大学东方学院
2325,山西工学院
1388,苏州卫生职业技术学院
2061,广东外语外贸大学南国商学院
327,上海戏剧学院
2451,郑州商学院
2181,昆明文理学院
1328,黑龙江外国语学院
2400,上海财经大学浙江学院
805,四川邮电职业技术学院
1297,广州应用科技学院
1387,河北传媒学院
411,吉林外国语大学
1442,南京师范大学泰州学院
1145,东南大学成贤学院
1408,河北师范大学汇华学院
2430,南昌交通学院
1577,河北经贸大学经济管理学院
2222,无锡太湖学院
1558,延安大学西安创新学院
2343,沈阳城市建设学院
2111,山东交通职业学院
1052,湖北经济学院法商学院
965,广东培正学院
2540,南京大学金陵学院
1227,中国人民解放军陆军军医大学
1586,河北工程大学科信学院
2484,湛江科技学院
793,四川建筑职业技术学院
977,广东理工学院
3186,四川护理职业学院
2096,山东中医药高等专科学校
1678,大连职业技术学院
2401,宁波财经学院
3281,深圳技术大学
1059,武汉交通职业学院
2503,西南交通大学希望学院
638,广州铁路职业技术学院
1419,长春工业大学人文信息学院
1190,南京财经大学红山学院
2415,皖江工学院
2120,济南职业学院
2048,广东轻工职业技术学院
304,广州美术学院
1620,吉林建筑科技学院
721,河北工程技术学院
893,九江职业技术学院
2353,大连艺术学院
1307,黄河交通学院
1177,成都纺织高等专科学校
1483,重庆财经职业学院
1502,南阳医学高等专科学校
2236,西安航空职业技术学院
2500,四川文化艺术学院
2481,广州番禺职业技术学院
801,四川工业科技学院
1972,长江大学文理学院
2561,西安工商学院
3297,湘中幼儿师范高等专科学校
2107,山东科技职业学院
748,河北外国语学院
1968,武汉工程大学邮电与信息工程学院
668,上海震旦职业学院
1168,青岛酒店管理职业技术学院
2552,江苏师范大学科文学院
1992,长沙民政职业技术学院
2841,河北科技学院
712,哈尔滨铁道职业技术学院
2348,大连医科大学中山学院
1477,重庆工商大学派斯学院
2184,云南经济管理学院
1805,安徽职业技术学院
1402,河北地质大学华信学院
2518,潍坊理工学院
2472,湘潭大学兴湘学院
1921,焦作师范高等专科学校
716,黑龙江职业学院
2326,晋中信息学院
1490,重庆建筑工程职业学院
2835,广东科技学院
789,四川职业技术学院
985,深圳信息职业技术学院
2242,西安铁路职业技术学院
2136,烟台南山学院
1970,湖北师范大学文理学院
1473,重庆外语外事学院
2862,山西传媒学院
3303,贵州经贸职业技术学院
2513,泰山科技学院
1590,贵阳职业技术学院
2810,澳门大学
3145,中国科学院大学
643,广东东软学院
974,顺德职业技术学院
1429,安徽医学高等专科学校
2519,聊城大学东昌学院
1451,遵义医药高等专科学校
2537,黑龙江财经学院
1133,中南林业科技大学涉外学院
2275,贵州黔南科技学院
1314,长春电子科技学院
835,天津医学高等专科学校
326,上海音乐学院
1130,陕西警官职业学院
2395,中国计量大学现代科技学院
1231,火箭军工程大学
1437,江苏大学京江学院
1223,解放军国际关系学院
778,绵阳职业技术学院
